File,Category,Links,Link_Rating,Depth_KB,Depth_Rating,Structure_Score,Structure_Rating,Meta_Score,Meta_Rating,Weakness_Count,Weak_Dimensions,Has_ArticleBody,Has_PageHero,Has_GraceWarning,Has_NavJS,Has_GlobalCSS,Has_Description,Has_OgTitle,Has_Canonical
for-hurting.html,for,14,STRONG,20,DEEP,3,PARTIAL,2,PARTIAL,2,structure; meta,False,False,True,True,True,True,True,False
question-john10.html,question,0,WEAK,41,DEEP,4,PARTIAL,3,GOOD,2,links; structure,False,True,True,True,True,True,True,True
question-john15.html,question,0,WEAK,43,DEEP,4,PARTIAL,3,GOOD,2,links; structure,False,True,True,True,True,True,True,True
question-john6.html,question,0,WEAK,39,DEEP,4,PARTIAL,3,GOOD,2,links; structure,False,True,True,True,True,True,True,True
question-matt11.html,question,0,WEAK,45,DEEP,4,PARTIAL,3,GOOD,2,links; structure,False,True,True,True,True,True,True,True
question-newheart.html,question,0,WEAK,38,DEEP,4,PARTIAL,3,GOOD,2,links; structure,False,True,True,True,True,True,True,True
question-parables.html,question,0,WEAK,43,DEEP,4,PARTIAL,3,GOOD,2,links; structure,False,True,True,True,True,True,True,True
question-perseverance.html,question,0,WEAK,64,DEEP,4,PARTIAL,3,GOOD,2,links; structure,False,True,True,True,True,True,True,True
question-revelation13.html,question,0,WEAK,42,DEEP,4,PARTIAL,3,GOOD,2,links; structure,False,True,True,True,True,True,True,True
question-romans9.html,question,0,WEAK,49,DEEP,4,PARTIAL,3,GOOD,2,links; structure,False,True,True,True,True,True,True,True
question-sealed.html,question,0,WEAK,45,DEEP,4,PARTIAL,3,GOOD,2,links; structure,False,True,True,True,True,True,True,True
question-secure.html,question,0,WEAK,34,DEEP,4,PARTIAL,3,GOOD,2,links; structure,False,True,True,True,True,True,True,True
question-sovereignty-logic.html,question,0,WEAK,29,DEEP,4,PARTIAL,3,GOOD,2,links; structure,False,True,True,True,True,True,True,True
question-unfair.html,question,0,WEAK,44,DEEP,4,PARTIAL,3,GOOD,2,links; structure,False,True,True,True,True,True,True,True
question-whosoever.html,question,0,WEAK,38,DEEP,4,PARTIAL,3,GOOD,2,links; structure,False,True,True,True,True,True,True,True
quiz.html,quiz,0,WEAK,71,DEEP,4,PARTIAL,3,GOOD,2,links; structure,False,True,True,True,True,True,True,True
resistance-last-idol.html,resistance,0,WEAK,46,DEEP,4,PARTIAL,3,GOOD,2,links; structure,False,True,True,True,True,True,True,True
resistance-redefining-grace.html,resistance,0,WEAK,27,DEEP,4,PARTIAL,3,GOOD,2,links; structure,False,True,True,True,True,True,True,True
scripture-tsunami.html,scripture,0,WEAK,263,DEEP,3,PARTIAL,3,GOOD,2,links; structure,False,False,True,True,True,True,True,True
search.html,search,0,WEAK,25,DEEP,3,PARTIAL,3,GOOD,2,links; structure,False,False,True,True,True,True,True,True
secular-algorithm-sovereignty.html,secular,0,WEAK,39,DEEP,4,PARTIAL,3,GOOD,2,links; structure,False,True,True,True,True,True,True,True
secular-art-literature-reformed-truth.html,secular,0,WEAK,41,DEEP,4,PARTIAL,3,GOOD,2,links; structure,False,True,True,True,True,True,True,True
secular-billion-decisions.html,secular,0,WEAK,31,DEEP,4,PARTIAL,3,GOOD,2,links; structure,False,True,True,True,True,True,True,True
secular-economics-depravity.html,secular,0,WEAK,34,DEEP,4,PARTIAL,3,GOOD,2,links; structure,False,True,True,True,True,True,True,True
secular-genetics-sovereignty.html,secular,0,WEAK,34,DEEP,4,PARTIAL,3,GOOD,2,links; structure,False,True,True,True,True,True,True,True
secular-hard-problem-consciousness.html,secular,0,WEAK,27,DEEP,4,PARTIAL,3,GOOD,2,links; structure,False,True,True,True,True,True,True,True
secular-history-sovereignty.html,secular,0,WEAK,30,DEEP,4,PARTIAL,3,GOOD,2,links; structure,False,True,True,True,True,True,True,True
secular-neuroscience-human-inability.html,secular,0,WEAK,31,DEEP,4,PARTIAL,3,GOOD,2,links; structure,False,True,True,True,True,True,True,True
secular-philosophy-free-will.html,secular,0,WEAK,56,DEEP,4,PARTIAL,3,GOOD,2,links; structure,False,True,True,True,True,True,True,True
secular-psychology-bondage-of-will.html,secular,0,WEAK,47,DEEP,4,PARTIAL,3,GOOD,2,links; structure,False,True,True,True,True,True,True,True
secular-sociology-human-inability.html,secular,0,WEAK,52,DEEP,4,PARTIAL,3,GOOD,2,links; structure,False,True,True,True,True,True,True,True
shattered-lens-cant-unsee-it.html,shattered,0,WEAK,21,DEEP,4,PARTIAL,3,GOOD,2,links; structure,False,True,True,True,True,True,True,True
shattered-lens-pastor.html,shattered,0,WEAK,24,DEEP,4,PARTIAL,3,GOOD,2,links; structure,False,True,True,True,True,True,True,True
shattered-lens-silence-of-god.html,shattered,0,WEAK,25,DEEP,4,PARTIAL,3,GOOD,2,links; structure,False,True,True,True,True,True,True,True
start-here.html,start,0,WEAK,19,MODERATE,3,PARTIAL,3,GOOD,2,links; structure,False,False,True,True,True,True,True,True
story-the-garden-that-grew-itself.html,story,0,WEAK,25,DEEP,4,PARTIAL,3,GOOD,2,links; structure,False,True,True,True,True,True,True,True
story-the-letter-before-the-world.html,story,0,WEAK,24,DEEP,4,PARTIAL,3,GOOD,2,links; structure,False,True,True,True,True,True,True,True
story-the-room-where-you-chose.html,story,0,WEAK,23,DEEP,4,PARTIAL,3,GOOD,2,links; structure,False,True,True,True,True,True,True,True
story-the-self-made-man.html,story,0,WEAK,25,DEEP,4,PARTIAL,3,GOOD,2,links; structure,False,True,True,True,True,True,True,True
systematic-anthropology.html,systematic,0,WEAK,62,DEEP,4,PARTIAL,3,GOOD,2,links; structure,False,True,True,True,True,True,True,True
systematic-atonement.html,systematic,0,WEAK,47,DEEP,4,PARTIAL,3,GOOD,2,links; structure,False,True,True,True,True,True,True,True
systematic-bibliology.html,systematic,0,WEAK,34,DEEP,4,PARTIAL,3,GOOD,2,links; structure,False,True,True,True,True,True,True,True
systematic-christology.html,systematic,0,WEAK,73,DEEP,4,PARTIAL,3,GOOD,2,links; structure,False,True,True,True,True,True,True,True
systematic-compatibilism.html,systematic,0,WEAK,71,DEEP,4,PARTIAL,3,GOOD,2,links; structure,False,True,True,True,True,True,True,True
systematic-covenant-theology.html,systematic,0,WEAK,68,DEEP,4,PARTIAL,3,GOOD,2,links; structure,False,True,True,True,True,True,True,True
systematic-divine-decrees.html,systematic,0,WEAK,66,DEEP,4,PARTIAL,3,GOOD,2,links; structure,False,True,True,True,True,True,True,True
systematic-ecclesiology.html,systematic,0,WEAK,55,DEEP,4,PARTIAL,3,GOOD,2,links; structure,False,True,True,True,True,True,True,True
systematic-election.html,systematic,0,WEAK,34,DEEP,4,PARTIAL,3,GOOD,2,links; structure,False,True,True,True,True,True,True,True
systematic-hamartiology.html,systematic,0,WEAK,73,DEEP,4,PARTIAL,3,GOOD,2,links; structure,False,True,True,True,True,True,True,True
systematic-justification.html,systematic,0,WEAK,51,DEEP,4,PARTIAL,3,GOOD,2,links; structure,False,True,True,True,True,True,True,True
systematic-ordo-salutis.html,systematic,0,WEAK,72,DEEP,4,PARTIAL,3,GOOD,2,links; structure,False,True,True,True,True,True,True,True
systematic-pneumatology.html,systematic,0,WEAK,55,DEEP,4,PARTIAL,3,GOOD,2,links; structure,False,True,True,True,True,True,True,True
systematic-prolegomena.html,systematic,0,WEAK,52,DEEP,4,PARTIAL,3,GOOD,2,links; structure,False,True,True,True,True,True,True,True
systematic-regeneration.html,systematic,0,WEAK,34,DEEP,4,PARTIAL,3,GOOD,2,links; structure,False,True,True,True,True,True,True,True
systematic-resurrection.html,systematic,0,WEAK,34,DEEP,4,PARTIAL,3,GOOD,2,links; structure,False,True,True,True,True,True,True,True
systematic-salvation.html,systematic,0,WEAK,30,DEEP,4,PARTIAL,3,GOOD,2,links; structure,False,True,True,True,True,True,True,True
systematic-soteriology.html,systematic,0,WEAK,45,DEEP,4,PARTIAL,3,GOOD,2,links; structure,False,True,True,True,True,True,True,True
systematic-theology-proper.html,systematic,0,WEAK,57,DEEP,4,PARTIAL,3,GOOD,2,links; structure,False,True,True,True,True,True,True,True
systematic-trinity.html,systematic,0,WEAK,33,DEEP,4,PARTIAL,3,GOOD,2,links; structure,False,True,True,True,True,True,True,True
terms.html,terms,0,WEAK,13,MODERATE,3,PARTIAL,3,GOOD,2,links; structure,False,False,True,True,True,True,True,True
theologian-arminius.html,theologian,0,WEAK,27,DEEP,4,PARTIAL,3,GOOD,2,links; structure,False,True,True,True,True,True,True,True
theologian-augustine.html,theologian,0,WEAK,57,DEEP,4,PARTIAL,3,GOOD,2,links; structure,False,True,True,True,True,True,True,True
theologian-calvin.html,theologian,0,WEAK,45,DEEP,4,PARTIAL,3,GOOD,2,links; structure,False,True,True,True,True,True,True,True
theologian-edwards.html,theologian,0,WEAK,43,DEEP,4,PARTIAL,3,GOOD,2,links; structure,False,True,True,True,True,True,True,True
theologian-luther.html,theologian,0,WEAK,55,DEEP,4,PARTIAL,3,GOOD,2,links; structure,False,True,True,True,True,True,True,True
theologian-owen.html,theologian,0,WEAK,37,DEEP,4,PARTIAL,3,GOOD,2,links; structure,False,True,True,True,True,True,True,True
theologian-spurgeon.html,theologian,0,WEAK,44,DEEP,4,PARTIAL,3,GOOD,2,links; structure,False,True,True,True,True,True,True,True
demolition-faith-is-not-a-gift.html,demolition,34,STRONG,39,DEEP,4,PARTIAL,3,GOOD,1,structure,False,True,True,True,True,True,True,True
objection-why-command.html,objection,31,STRONG,52,DEEP,4,PARTIAL,3,GOOD,1,structure,False,True,True,True,True,True,True,True
history-council-of-orange.html,history,27,STRONG,32,DEEP,4,PARTIAL,3,GOOD,1,structure,False,True,True,True,True,True,True,True
scripture-tsunami-faith-as-gift.html,scripture,26,STRONG,39,DEEP,3,PARTIAL,3,GOOD,1,structure,False,False,True,True,True,True,True,True
question-is-salvation-my-choice-or-gods.html,question,25,STRONG,32,DEEP,4,PARTIAL,3,GOOD,1,structure,False,True,True,True,True,True,True,True
philosophy-self-deception.html,philosophy,18,STRONG,36,DEEP,4,PARTIAL,3,GOOD,1,structure,False,True,True,True,True,True,True,True
question-where-did-your-faith-come-from.html,question,18,STRONG,33,DEEP,4,PARTIAL,3,GOOD,1,structure,False,True,True,True,True,True,True,True
question-2tim1-9.html,question,16,STRONG,51,DEEP,4,PARTIAL,3,GOOD,1,structure,False,True,True,True,True,True,True,True
romans-9-1-24.html,romans,16,STRONG,39,DEEP,3,PARTIAL,3,GOOD,1,structure,False,False,True,True,True,True,True,True
question-titus3.html,question,15,STRONG,47,DEEP,4,PARTIAL,3,GOOD,1,structure,False,True,True,True,True,True,True,True
philosophy-resistance-is-proof.html,philosophy,13,STRONG,27,DEEP,4,PARTIAL,3,GOOD,1,structure,False,True,True,True,True,True,True,True
broken-mirror-vessels-for-mercy.html,broken,11,OK,25,DEEP,4,PARTIAL,3,GOOD,1,structure,False,True,True,True,True,True,True,True
philosophy-marriage-election.html,philosophy,11,OK,26,DEEP,4,PARTIAL,3,GOOD,1,structure,False,True,True,True,True,True,True,True
question-where-does-your-no-come-from.html,question,10,OK,26,DEEP,4,PARTIAL,3,GOOD,1,structure,False,True,True,True,True,True,True,True
devotional-glory-of-divine-choice.html,devotional,8,OK,18,MODERATE,4,PARTIAL,3,GOOD,1,structure,False,True,True,True,True,True,True,True
for-deconstructed.html,for,8,OK,21,DEEP,3,PARTIAL,3,GOOD,1,structure,False,False,True,True,True,True,True,True
